cycle,state,candidate_name,poll_pct,result_pct,bias,party,Electors
2012,North Carolina,Barack Obama,46.587825,48.35096857706756,1.7631435770675594,DEM,15
2016,New Mexico,Hillary Rodham Clinton,43.91236,48.255647178634106,4.343287178634107,DEM,5
2008,Florida,John McCain,46.662094,48.21531916597623,1.5532251659762295,REP,29
2016,Pennsylvania,Donald Trump,43.39059,48.18333631228592,4.792746312285914,REP,20
2016,Colorado,Hillary Rodham Clinton,43.61171,48.1569803828474,4.545270382847399,DEM,9
2016,Nevada,Hillary Rodham Clinton,44.86731,47.91782367811904,3.0505136781190387,DEM,6
2004,Nevada,John Kerry,45.214341,47.87804051895702,2.6636995189570243,DEM,6
2020,Florida,Joseph R. Biden Jr.,49.08035,47.861451,-1.2188990000000004,DEM,29
2020,Michigan,Donald Trump,43.23326,47.837291,4.604030999999999,REP,16
2016,Maine,Hillary Rodham Clinton,45.90823,47.830202680208096,1.9219726802080928,DEM,4
2016,Florida,Hillary Rodham Clinton,46.38264,47.82331580580505,1.44067580580505,DEM,29
2004,Michigan,George W. Bush,45.05222,47.812058557810175,2.759838557810177,REP,16
2012,Ohio,Mitt Romney,47.191528,47.68844087842257,0.49691287842257026,REP,18
2020,Nevada,Donald Trump,44.36094,47.666247,3.305306999999999,REP,6
2004,Minnesota,George W. Bush,45.232289,47.613533791521455,2.3812447915214534,REP,10
2016,Pennsylvania,Hillary Rodham Clinton,46.48753,47.46494918966543,0.977419189665433,DEM,20
2016,Michigan,Donald Trump,42.54227,47.43857346087157,4.8963034608715645,REP,16
2012,Virginia,Mitt Romney,47.312146,47.28310289638912,-0.02904310361088136,REP,13
2008,Montana,Barack Obama,45.23438,47.24985825062921,2.015478250629208,DEM,3
2016,Wisconsin,Donald Trump,41.59575,47.21818456731012,5.6224345673101155,REP,10
2016,Michigan,Hillary Rodham Clinton,45.63504,47.21581719335427,1.5807771933542725,DEM,16
2004,Oregon,George W. Bush,45.426341,47.19291674243323,1.7665757424332327,REP,7
2004,Florida,John Kerry,47.412537,47.09111002771423,-0.3214269722857708,DEM,29
2004,Colorado,John Kerry,45.407688,47.0378422542883,1.6301542542882999,DEM,9
2008,Georgia,Barack Obama,45.850738,46.99017909606506,1.1394410960650632,DEM,16
2008,Ohio,John McCain,45.076674,46.91057836327485,1.8339043632748542,REP,18
2016,New Hampshire,Hillary Rodham Clinton,44.55227,46.82626266969056,2.273992669690557,DEM,4
2012,Pennsylvania,Mitt Romney,45.996814,46.586509132432,0.5896951324319986,REP,20
2020,Texas,Joseph R. Biden Jr.,47.44781,46.47901,-0.9687999999999946,DEM,38
2016,New Hampshire,Donald Trump,42.19355,46.45866698195341,4.265116981953405,REP,4
2016,Wisconsin,Hillary Rodham Clinton,46.59475,46.45384137224266,-0.1409086277573408,DEM,10
2016,Minnesota,Hillary Rodham Clinton,46.84633,46.44503396176695,-0.40129603823304905,DEM,10
2012,New Hampshire,Mitt Romney,47.595048,46.40379649268888,-1.1912515073111152,REP,4
2008,Virginia,John McCain,45.142236,46.33050069025531,1.1882646902553162,REP,13
2004,New Jersey,George W. Bush,41.850887,46.23881168128724,4.387924681287238,REP,14
2012,Iowa,Mitt Romney,46.638194,46.17786851053609,-0.46032548946390506,REP,6
2016,North Carolina,Hillary Rodham Clinton,46.44571,46.172866168209474,-0.2728438317905244,DEM,15
2012,Colorado,Mitt Romney,47.763305,46.1269839293067,-1.636321070693306,REP,9
2004,Missouri,John Kerry,45.377668,46.10044651683188,0.7227785168318803,DEM,10
2012,Wisconsin,Mitt Romney,46.190109,45.93834671361976,-0.25176228638024156,REP,10
2004,Delaware,George W. Bush,39.627884,45.75281857192356,6.124934571923561,REP,3
2012,Nevada,Mitt Romney,46.843353,45.67531564126363,-1.1680373587363704,REP,6
2004,Washington,George W. Bush,45.440929,45.64028199241436,0.19935299241436155,REP,12
2016,Georgia,Hillary Rodham Clinton,44.38599,45.63998335736082,1.2539933573608195,DEM,16
2016,Utah,Donald Trump,37.53276,45.53795868437707,8.005198684377064,REP,6
2016,Nevada,Donald Trump,44.34903,45.50069531760242,1.151665317602422,REP,6
2004,Virginia,John Kerry,44.237407,45.48389850195428,1.2464915019542815,DEM,13
2012,Georgia,Barack Obama,43.70729,45.48216048512199,1.774870485121987,DEM,16
2020,New Hampshire,Donald Trump,42.82938,45.35571,2.526330000000001,REP,4
2020,Minnesota,Donald Trump,42.66826,45.284942,2.6166820000000044,REP,10
2004,Hawaii,George W. Bush,43.684677,45.26459571155186,1.579918711551862,REP,4
2020,Ohio,Joseph R. Biden Jr.,46.77164,45.239338,-1.5323020000000014,DEM,18
2016,Arizona,Hillary Rodham Clinton,42.83694,45.12491703028259,2.2879770302825904,DEM,11
2008,Arizona,Barack Obama,45.255886,45.11525087476428,-0.1406351252357183,DEM,11
2012,Minnesota,Mitt Romney,44.723405,44.958201106668646,0.2347961066686466,REP,10
2016,Minnesota,Donald Trump,38.80846,44.92519310427733,6.11673310427733,REP,10
2008,South Carolina,Barack Obama,43.014639,44.89656001736624,1.8819210173662384,DEM,9
2020,Iowa,Joseph R. Biden Jr.,46.31091,44.891716,-1.4191939999999974,DEM,6
2016,Maine,Donald Trump,39.30419,44.86975333154171,5.565563331541711,REP,4
2008,South Dakota,Barack Obama,43.317003,44.74743111460175,1.430428114601753,DEM,3
2012,Michigan,Mitt Romney,45.565535,44.71091602742023,-0.8546189725797646,REP,16
2008,Colorado,John McCain,44.564978,44.70752210933716,0.1425441093371589,REP,9
2008,North Dakota,Barack Obama,44.946795,44.62054001471791,-0.32625498528209107,DEM,3
2012,Arizona,Barack Obama,43.994789,44.58976694179938,0.5949779417993852,DEM,11
2004,Maine,George W. Bush,42.87005,44.57645743784695,1.7064074378469485,REP,4
2004,Arkansas,John Kerry,46.140723,44.547630445189085,-1.5930925548109158,DEM,6
2008,New Hampshire,John McCain,41.529833,44.521428470962206,2.991595470962203,REP,4
2004,Illinois,George W. Bush,42.793199,44.47862682634849,1.6854278263484872,REP,20
2016,Virginia,Donald Trump,41.93411,44.40669663012711,2.472586630127111,REP,13
2004,Arizona,John Kerry,42.514326,44.396832928795554,1.8825069287955571,DEM,11
2008,Iowa,John McCain,40.203874,44.39325935530208,4.189385355302079,REP,6
2012,Missouri,Barack Obama,42.44725,44.38348354545333,1.9362335454533337,DEM,10
2004,California,George W. Bush,41.729842,44.35591407786858,2.626072077868585,REP,55
2008,Pennsylvania,John McCain,43.557927,44.16705247991443,0.6091254799144323,REP,20
2012,South Carolina,Barack Obama,44.476771,44.08803340736147,-0.3887375926385275,DEM,9
2020,Maine,Donald Trump,40.31588,44.021253,3.7053730000000016,REP,4
2020,Virginia,Donald Trump,41.90127,43.995504,2.094234,REP,13
2004,Connecticut,George W. Bush,40.035675,43.94727791082799,3.9116029108279946,REP,7
2012,Indiana,Barack Obama,42.133488,43.92730290405839,1.7938149040583937,DEM,11
2008,Minnesota,John McCain,41.874175,43.82293104413908,1.9487560441390812,REP,10
2008,Texas,Barack Obama,43.11502,43.683121445889626,0.5681014458896243,DEM,38
2004,North Carolina,John Kerry,43.470409,43.5831462205017,0.11273722050170676,DEM,15
2016,Ohio,Hillary Rodham Clinton,42.61795,43.55807627672002,0.9401262767200222,DEM,18
2020,New Mexico,Donald Trump,42.12344,43.496669,1.373228999999995,REP,5
2020,South Carolina,Joseph R. Biden Jr.,44.50759,43.430088,-1.0775020000000026,DEM,9
2016,Colorado,Donald Trump,40.76035,43.25139737143104,2.491047371431037,REP,9
2016,Texas,Hillary Rodham Clinton,38.58099,43.23525798101196,4.654267981011962,DEM,38
2004,West Virginia,John Kerry,44.581016,43.19971106792417,-1.3813049320758282,DEM,5
2008,Mississippi,Barack Obama,41.387007,43.0015544262384,1.6145474262384027,DEM,6
2004,Maryland,George W. Bush,41.223521,42.93427936236057,1.710758362360572,REP,10
2012,New Mexico,Mitt Romney,43.467216,42.84332663909013,-0.623889360909871,REP,5
2020,Alaska,Joseph R. Biden Jr.,43.57005,42.771952,-0.7980980000000031,DEM,3
2008,Nevada,John McCain,44.956179,42.65411510898405,-2.3020638910159477,REP,6
2008,West Virginia,Barack Obama,40.92649,42.58975038229676,1.6632603822967553,DEM,5
2004,Tennessee,John Kerry,42.413311,42.52529110879618,0.11198010879618181,DEM,11
2008,Wisconsin,John McCain,40.886719,42.31366248834809,1.426943488348094,REP,10
2004,Louisiana,John Kerry,36.225809,42.21586470321228,5.990055703212285,DEM,8
2012,Oregon,Mitt Romney,43.08778,42.14987117651333,-0.9379088234866728,REP,7
2020,Colorado,Donald Trump,41.14974,41.897924,0.748184000000002,REP,9
2008,Tennessee,Barack Obama,42.273884,41.82853806271298,-0.44534593728702276,DEM,11
2008,New Mexico,John McCain,43.807598,41.77903483433274,-2.028563165667258,REP,5
2016,Iowa,Hillary Rodham Clinton,40.71077,41.75251344549624,1.0417434454962446,DEM,6
2016,Delaware,Donald Trump,36.374,41.71274452811313,5.338744528113125,REP,3
2008,New Jersey,John McCain,38.209615,41.70393385927491,3.4943188592749124,REP,14
2012,Montana,Barack Obama,43.471774,41.6981373748058,-1.7736366251942002,DEM,3
2008,Kansas,Barack Obama,38.964429,41.651967194013615,2.6875381940136123,DEM,6
2008,Nebraska,Barack Obama,39.1126,41.5982657769247,2.485665776924698,DEM,5
2020,Kansas,Joseph R. Biden Jr.,40.95338,41.559554,0.6061739999999958,DEM,6
2020,Missouri,Joseph R. Biden Jr.,43.60732,41.408782,-2.198537999999999,DEM,10
2020,New Jersey,Donald Trump,37.93076,41.396524,3.465764,REP,14
2012,Texas,Barack Obama,38.711154,41.383358283760856,2.6722042837608555,DEM,38
2004,Georgia,John Kerry,41.782847,41.37494605337877,-0.40790094662122556,DEM,16
2016,New Jersey,Donald Trump,38.28452,41.35038665002945,3.0658666500294487,REP,14
2012,Washington,Mitt Romney,42.228171,41.29462143210913,-0.9335495678908714,REP,12
2008,Kentucky,Barack Obama,41.033557,41.16811378392879,0.13455678392878667,DEM,8
2020,Mississippi,Joseph R. Biden Jr.,39.62017,41.057606,1.4374359999999982,DEM,6
2012,Maine,Mitt Romney,42.623607,40.98208026024285,-1.641526739757147,REP,4
2020,Indiana,Joseph R. Biden Jr.,42.03326,40.961637,-1.071622999999995,DEM,11
2008,Michigan,John McCain,40.549477,40.95831352366344,0.4088365236634388,REP,16
2016,Connecticut,Donald Trump,37.12289,40.92691437881478,3.8040243788147805,REP,7
2004,South Carolina,John Kerry,39.641524,40.90293188603784,1.2614078860378442,DEM,9
2012,Illinois,Mitt Romney,39.229188,40.7327412708169,1.5035532708169015,REP,20
2012,Connecticut,Mitt Romney,41.230592,40.725355365115206,-0.5052366348847954,REP,7
2016,South Carolina,Hillary Rodham Clinton,41.30104,40.67341978966509,-0.6276202103349107,DEM,9
2012,New Jersey,Mitt Romney,41.604229,40.62356482714439,-0.9806641728556045,REP,14
2012,Louisiana,Barack Obama,36.838913,40.57746362330215,3.738550623302153,DEM,8
2020,Illinois,Donald Trump,39.00921,40.553444,1.544233999999996,REP,20
2020,Montana,Joseph R. Biden Jr.,45.36695,40.549504,-4.817446000000004,DEM,3
2008,Washington,John McCain,40.466123,40.47630494211489,0.010181942114890319,REP,12
2008,Oregon,John McCain,39.709536,40.400981692292206,0.6914456922922056,REP,7
2008,Maine,John McCain,39.289374,40.38401833790823,1.0946443379082282,REP,4
2020,Oregon,Donald Trump,37.43216,40.367246,2.9350859999999983,REP,7
2016,Mississippi,Hillary Rodham Clinton,41.41267,40.11478827178409,-1.2978817282159056,DEM,6
2016,New Mexico,Donald Trump,38.84332,40.04251433324272,1.1991943332427226,REP,5
2008,Louisiana,Barack Obama,42.008164,39.93291380234511,-2.0752501976548885,DEM,8
2012,South Dakota,Barack Obama,40.852939,39.86614075835246,-0.9867982416475414,DEM,3
2020,Louisiana,Joseph R. Biden Jr.,37.07661,39.851457,2.774847000000001,DEM,8
2020,Delaware,Donald Trump,34.60316,39.776533,5.173372999999998,REP,3
2004,Mississippi,John Kerry,38.887568,39.760099640236255,0.8725316402362537,DEM,6
2004,Kentucky,John Kerry,38.416318,39.68707298140969,1.270754981409695,DEM,8
2004,Indiana,John Kerry,37.148427,39.26297466533658,2.1145476653365805,DEM,11
2020,Connecticut,Donald Trump,32.36636,39.187591,6.821230999999997,REP,7
2020,Nebraska,Joseph R. Biden Jr.,42.49041,39.166631,-3.3237789999999947,DEM,5
2016,Oregon,Donald Trump,37.84862,39.094035184496754,1.245415184496757,REP,7
2012,Tennessee,Barack Obama,39.178058,39.07581499379519,-0.10224300620480875,DEM,11
2016,Rhode Island,Donald Trump,36.88307,38.88620720864382,2.003137208643821,REP,4
2008,Arkansas,Barack Obama,43.219504,38.86465976512423,-4.35484423487577,DEM,6
2004,Vermont,George W. Bush,39.433057,38.80131536395045,-0.6317416360495471,REP,3
2020,Washington,Donald Trump,36.44392,38.766978,2.323058000000003,REP,12
2016,Illinois,Donald Trump,36.88443,38.76175307382528,1.8773230738252806,REP,20
2008,Alabama,Barack Obama,36.285003,38.74043429457492,2.4554312945749146,DEM,9
2012,North Dakota,Barack Obama,39.00568,38.69731088897972,-0.3083691110202764,DEM,3
2004,Rhode Island,George W. Bush,36.408938,38.67143713369356,2.2624991336935594,REP,4
2020,Rhode Island,Donald Trump,32.36397,38.613095,6.249124999999999,REP,4
2004,Montana,John Kerry,34.820147,38.56408662544817,3.7439396254481707,DEM,3
2016,Louisiana,Hillary Rodham Clinton,37.2079,38.44956609851397,1.2416660985139671,DEM,8
2004,South Dakota,John Kerry,38.166272,38.4436459178548,0.2773739178548027,DEM,3
2012,Alabama,Barack Obama,36.658599,38.35903309875247,1.700434098752467,DEM,9
2004,Texas,John Kerry,36.233942,38.22417793574617,1.9902359357461705,DEM,38
2008,Connecticut,John McCain,36.160626,38.22134725773729,2.060721257737292,REP,7
2016,Missouri,Hillary Rodham Clinton,38.22804,38.13527156927183,-0.09276843072817087,DEM,10
2012,Nebraska,Barack Obama,39.057195,38.02731441792898,-1.0298805820710228,DEM,5
2012,Kansas,Barack Obama,36.224604,37.99457055391902,1.7699665539190192,DEM,6
2008,Alaska,Barack Obama,41.406704,37.88937359938932,-3.5173304006106747,DEM,3
2012,Kentucky,Barack Obama,38.391062,37.8013278344458,-0.5897341655541979,DEM,8
2016,Indiana,Hillary Rodham Clinton,37.2765,37.774839686752046,0.4983396867520469,DEM,11
2004,New York,George W. Bush,37.961894,37.6865299923499,-0.27536400765010427,REP,29
2020,Utah,Joseph R. Biden Jr.,42.07491,37.646049,-4.428861000000005,DEM,6
2020,Tennessee,Joseph R. Biden Jr.,41.42402,37.451434,-3.972586,DEM,11
2012,Massachusetts,Mitt Romney,39.317754,37.31912231533487,-1.9986316846651278,REP,11
2012,California,Mitt Romney,39.339736,37.1203785207048,-2.219357479295205,REP,55
2008,California,John McCain,35.396746,36.95485883246448,1.5581128324644808,REP,55
2008,Delaware,John McCain,35.15994,36.94703354897529,1.7870935489752924,REP,3
2012,Arkansas,Barack Obama,33.003395,36.87899030172011,3.875595301720111,DEM,6
2004,Alabama,John Kerry,35.459606,36.84440232237717,1.38479632237717,DEM,9
2016,Washington,Donald Trump,35.26102,36.83268018663746,1.5716601866374589,REP,12
2008,Illinois,John McCain,36.901182,36.7809225421472,-0.12025945785279646,REP,20
2004,Kansas,John Kerry,34.882771,36.62309430556444,1.740323305564445,DEM,6
2004,Massachusetts,George W. Bush,31.722628,36.58840187124994,4.865773871249942,REP,11
2020,Alabama,Joseph R. Biden Jr.,37.82732,36.56999,-1.2573300000000032,DEM,9
2016,Alaska,Hillary Rodham Clinton,39.10441,36.55087129011199,-2.5535387098880094,DEM,3
2008,Maryland,John McCain,36.40181,36.4745196451127,0.0727096451127025,REP,10
2020,Kentucky,Joseph R. Biden Jr.,39.86309,36.151515,-3.711574999999996,DEM,8
2008,Idaho,Barack Obama,33.340903,36.09098763283785,2.7500846328378543,DEM,4
2016,Kansas,Hillary Rodham Clinton,36.9159,36.05237073223449,-0.8635292677655073,DEM,6
2012,Maryland,Mitt Romney,37.733085,35.89773233894539,-1.835352661054614,REP,10
2016,Montana,Hillary Rodham Clinton,32.67911,35.745765337013,3.066655337012996,DEM,3
2008,Massachusetts,John McCain,38.246169,35.734959289331755,-2.511209710668247,REP,11
2020,South Dakota,Joseph R. Biden Jr.,39.04246,35.605252,-3.4372079999999983,DEM,3
2012,West Virginia,Barack Obama,38.954007,35.53930415638732,-3.4147028436126803,DEM,5
2004,Alaska,John Kerry,32.018118,35.51686191210436,3.4987439121043593,DEM,3
2004,North Dakota,John Kerry,34.659097,35.49881246543683,0.8397154654368251,DEM,3
2012,Rhode Island,Mitt Romney,34.481191,35.13488143396732,0.65369043396732,REP,4
2008,Rhode Island,John McCain,35.596102,35.06104217941461,-0.5350598205853885,REP,4
2020,Arkansas,Joseph R. Biden Jr.,36.17764,34.775062,-1.4025779999999983,DEM,6
2016,Tennessee,Hillary Rodham Clinton,39.09621,34.71633279865009,-4.379877201349906,DEM,11
2004,Oklahoma,John Kerry,32.774849,34.42959833524394,1.6547493352439346,DEM,7
2008,Utah,Barack Obama,33.358823,34.40574566607516,1.0469226660751616,DEM,6
2016,Alabama,Hillary Rodham Clinton,35.31665,34.35794575797364,-0.9587042420263643,DEM,9
2008,Oklahoma,Barack Obama,35.628692,34.3549188773065,-1.2737731226934983,DEM,7
2020,California,Donald Trump,32.43615,34.320724,1.8845740000000009,REP,55
2020,Hawaii,Donald Trump,29.95864,34.268864,4.310224000000002,REP,4
2016,Maryland,Donald Trump,27.86373,33.90930472854767,6.045574728547667,REP,10
2016,Nebraska,Hillary Rodham Clinton,33.83998,33.69875637713554,-0.14122362286445878,DEM,5
2016,Arkansas,Hillary Rodham Clinton,33.52216,33.65312412936093,0.13096412936093316,DEM,6
2012,Oklahoma,Barack Obama,30.979415,33.22768025698344,2.2482652569834407,DEM,7
2020,Idaho,Joseph R. Biden Jr.,38.45119,33.066402,-5.384788,DEM,4
2016,Massachusetts,Donald Trump,28.1931,32.808358140007684,4.615258140007683,REP,11
2016,New York,Donald Trump,34.80988,32.72884002531648,-2.08103997468352,REP,29
2016,Kentucky,Hillary Rodham Clinton,33.58557,32.68218833364776,-0.9033816663522387,DEM,8
2004,Nebraska,John Kerry,31.940128,32.682160820163816,0.7420328201638142,DEM,5
2012,Idaho,Barack Obama,27.586613,32.62233355920978,5.0357205592097785,DEM,4
2008,Wyoming,Barack Obama,33.665861,32.540897988675006,-1.1249630113249935,DEM,3
2020,Oklahoma,Joseph R. Biden Jr.,36.2229,32.286174,-3.936726,DEM,7
2020,Maryland,Donald Trump,31.63172,32.150292,0.5185719999999989,REP,10
2020,Massachusetts,Donald Trump,28.86275,32.141911,3.279161000000002,REP,11
2020,North Dakota,Joseph R. Biden Jr.,38.72194,31.756762,-6.965177999999998,DEM,3
2016,South Dakota,Hillary Rodham Clinton,32.43433,31.737428159948987,-0.6969018400510159,DEM,3
2016,California,Donald Trump,32.9615,31.61711467898836,-1.3443853210116394,REP,55
2020,New York,Donald Trump,32.91538,31.499915,-1.4154649999999975,REP,29
2008,New York,John McCain,33.352786,31.30259116665148,-2.0501948333485203,REP,29
2012,New York,Mitt Romney,36.24807,31.241570989167872,-5.006499010832126,REP,29
2012,Vermont,Mitt Romney,31.12769,30.97263523672692,-0.15505476327308187,REP,3
2020,Vermont,Donald Trump,27.77067,30.673765,2.9030950000000004,REP,3
2008,Vermont,John McCain,32.690035,30.449228724549755,-2.2408062754502467,REP,3
2016,Vermont,Donald Trump,26.17315,30.26943475514732,4.09628475514732,REP,3
2004,Idaho,John Kerry,28.771634,30.26132639983156,1.4896923998315614,DEM,4
2016,Hawaii,Donald Trump,28.23634,30.038677008511737,1.8023370085117385,REP,4
2020,West Virginia,Joseph R. Biden Jr.,33.51517,29.695101,-3.8200689999999966,DEM,5
2016,Oklahoma,Hillary Rodham Clinton,30.81367,28.93168028454389,-1.8819897154561076,DEM,7
2012,Hawaii,Mitt Romney,34.035418,27.838931485609518,-6.196486514390482,REP,4
2016,Idaho,Hillary Rodham Clinton,29.68497,27.492013820979206,-2.1929561790207934,DEM,4
2016,Utah,Hillary Rodham Clinton,26.93137,27.459545266522184,0.528175266522183,DEM,6
2016,North Dakota,Hillary Rodham Clinton,29.32691,27.226739458706007,-2.100170541293995,DEM,3
2008,Hawaii,John McCain,32.456969,26.58168124735431,-5.87528775264569,REP,4
2020,Wyoming,Joseph R. Biden Jr.,30.82599,26.553574,-4.272416,DEM,3
2016,West Virginia,Hillary Rodham Clinton,28.59433,26.426080907249627,-2.168249092750372,DEM,5
2004,Utah,John Kerry,24.555144,25.99564150870189,1.4404975087018919,DEM,6
2012,Utah,Barack Obama,24.829896,24.74966582796037,-0.08023017203963079,DEM,6
2016,Wyoming,Hillary Rodham Clinton,22.15953,21.877357347497934,-0.2821726525020658,DEM,3
2012,District of Columbia,Mitt Romney,8.4609583,7.278291417600522,-1.1826668823994781,REP,3
2020,District of Columbia,Donald Trump,5.783106,5.397321,-0.3857850000000002,REP,3
2016,District of Columbia,Donald Trump,6.548489,4.087474459308377,-2.4610145406916226,REP,3
2012,Alaska,DEM Candidate,50.0,50.0,0.0,DEM,3
2012,Alaska,REP Candidate,50.0,50.0,0.0,REP,3
2012,Delaware,DEM Candidate,50.0,50.0,0.0,DEM,3
2012,Delaware,REP Candidate,50.0,50.0,0.0,REP,3
2012,Mississippi,DEM Candidate,50.0,50.0,0.0,DEM,6
2012,Mississippi,REP Candidate,50.0,50.0,0.0,REP,6
2012,Wyoming,DEM Candidate,50.0,50.0,0.0,DEM,3
2012,Wyoming,REP Candidate,50.0,50.0,0.0,REP,3
2008,District of Columbia,DEM Candidate,50.0,50.0,0.0,DEM,3
2008,District of Columbia,REP Candidate,50.0,50.0,0.0,REP,3
2004,District of Columbia,DEM Candidate,50.0,50.0,0.0,DEM,3
2004,District of Columbia,REP Candidate,50.0,50.0,0.0,REP,3
2004,Wyoming,DEM Candidate,50.0,50.0,0.0,DEM,3
2004,Wyoming,REP Candidate,50.0,50.0,0.0,REP,3
